,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,1.0354212522506714,1.4739747047424316,1.3921456336975098,1.54127037525177,1.4811639785766602,1.44437575340271,1.3761299848556519,1.4214857816696167,1.4908969402313232,1.418408989906311,1.4222862720489502,1.5152298212051392,1.2872276306152344,1.4635541439056396,1.316080093383789,1.5587513446807861,1.2307765483856201,1.300083041191101,1.2986215353012085,1.400702714920044,1.4769352674484253,1.5210989713668823,1.302801489830017,1.1909453868865967,1.314260721206665,1.3621402978897095,1.5239957571029663,1.4073511362075806,1.4637596607208252,1.416259765625,1.3245433568954468,1.4847289323806763,1.3691091537475586,1.4293395280838013,1.4543089866638184,1.2344988584518433,1.186794400215149
1,1.0354212522506714,0.0,1.348280668258667,1.399996042251587,1.416324257850647,1.4882692098617554,1.3631064891815186,1.307758092880249,1.2382351160049438,1.4466511011123657,1.4406075477600098,1.3554139137268066,1.4560301303863525,1.2468734979629517,1.362404227256775,1.364061951637268,1.343087911605835,1.2994625568389893,1.4201937913894653,1.2951749563217163,1.3303450345993042,1.2558313608169556,1.45674467086792,1.3214161396026611,1.0257829427719116,1.3363937139511108,1.2996437549591064,1.46242094039917,1.5332895517349243,1.4050626754760742,1.2456408739089966,1.396416187286377,1.3663946390151978,1.50968599319458,1.4247019290924072,1.421325445175171,1.2826128005981445,1.2429293394088745
2,1.4739747047424316,1.348280668258667,0.0,1.3831838369369507,1.5428715944290161,1.4884934425354004,1.4101091623306274,1.2310901880264282,1.3904893398284912,0.9339361190795898,1.286387324333191,1.562126874923706,1.4622294902801514,1.168141484260559,1.3647613525390625,1.4143797159194946,1.2976250648498535,1.1298896074295044,1.3061580657958984,1.3411824703216553,1.3814727067947388,1.3841146230697632,1.2320356369018555,1.3900487422943115,1.2706693410873413,1.3587822914123535,1.258341908454895,1.289128065109253,1.458808422088623,1.2789092063903809,1.2702250480651855,1.4184637069702148,1.4166892766952515,1.4539132118225098,1.3714635372161865,1.4398165941238403,1.42550528049469,1.2880460023880005
3,1.3921456336975098,1.399996042251587,1.3831838369369507,0.0,1.2985042333602905,1.170401692390442,1.2963014841079712,1.244097352027893,1.3843410015106201,1.3474928140640259,1.2856602668762207,1.4024893045425415,1.452091932296753,1.448196291923523,1.366206169128418,1.4067847728729248,1.3332204818725586,1.357802391052246,1.3742345571517944,1.2815463542938232,1.0945627689361572,1.2820625305175781,1.2116204500198364,1.365653395652771,1.241239070892334,1.3489309549331665,1.3524249792099,1.4576351642608643,1.0850099325180054,1.4112533330917358,1.2947766780853271,1.1532107591629028,1.2944049835205078,0.9417437314987183,1.2907036542892456,1.1701829433441162,1.240684151649475,1.2819334268569946
4,1.54127037525177,1.416324257850647,1.5428715944290161,1.2985042333602905,0.0,1.2844574451446533,1.199751615524292,1.4367343187332153,1.3191909790039062,1.394126057624817,1.4021414518356323,1.170661449432373,1.1926751136779785,1.4392942190170288,1.1039884090423584,1.3594636917114258,1.2990293502807617,1.4768811464309692,1.263281226158142,1.6441720724105835,1.3126949071884155,1.2787901163101196,1.0500415563583374,1.421388864517212,1.2882572412490845,1.425187110900879,1.3176802396774292,1.3867371082305908,1.3192884922027588,1.2907639741897583,1.4562629461288452,1.385211706161499,1.2464942932128906,1.2477768659591675,1.276681900024414,1.3334569931030273,1.235581874847412,1.2790780067443848
5,1.4811639785766602,1.4882692098617554,1.4884934425354004,1.170401692390442,1.2844574451446533,0.0,1.3716154098510742,1.1282284259796143,1.3945435285568237,1.4510794878005981,1.0816727876663208,1.4716147184371948,1.111958622932434,1.5334017276763916,1.3638648986816406,1.3058222532272339,1.4554160833358765,1.4362895488739014,1.40780770778656,1.4429758787155151,1.1816507577896118,1.2860383987426758,1.2052112817764282,1.392481803894043,1.463398814201355,1.4047402143478394,1.2610750198364258,1.3981823921203613,1.2167809009552002,1.3402057886123657,1.340904712677002,1.176751732826233,1.3352628946304321,1.2094985246658325,1.2007421255111694,1.102500319480896,1.2173309326171875,1.3966144323349
6,1.44437575340271,1.3631064891815186,1.4101091623306274,1.2963014841079712,1.199751615524292,1.3716154098510742,0.0,1.3976749181747437,1.1623367071151733,1.2554291486740112,1.477715015411377,1.1694004535675049,1.28931725025177,1.2996264696121216,1.4982802867889404,1.3224198818206787,1.3303757905960083,1.4097384214401245,1.1050841808319092,1.6117584705352783,1.2743643522262573,1.3802433013916016,1.2271214723587036,1.2353121042251587,1.3434486389160156,1.2425236701965332,1.1661982536315918,1.3706985712051392,1.4283909797668457,1.4562610387802124,1.4349616765975952,1.3353209495544434,1.2896078824996948,1.2695879936218262,1.365378737449646,1.2483092546463013,1.5560777187347412,1.533675193786621
7,1.3761299848556519,1.307758092880249,1.2310901880264282,1.244097352027893,1.4367343187332153,1.1282284259796143,1.3976749181747437,0.0,1.339659333229065,1.4578537940979004,1.3746485710144043,1.5363399982452393,1.4577654600143433,1.3461345434188843,1.3088769912719727,1.282397985458374,1.4107646942138672,1.2944416999816895,1.450634479522705,1.4435389041900635,1.2501708269119263,1.2376174926757812,1.1479192972183228,1.2250195741653442,1.211152195930481,1.2352142333984375,1.2830857038497925,1.4420719146728516,1.4399439096450806,1.317658543586731,1.1723352670669556,0.9971453547477722,1.3432978391647339,1.367318868637085,1.1930828094482422,1.2289046049118042,1.3181475400924683,1.2498338222503662
8,1.4214857816696167,1.2382351160049438,1.3904893398284912,1.3843410015106201,1.3191909790039062,1.3945435285568237,1.1623367071151733,1.339659333229065,0.0,1.4338842630386353,1.4936686754226685,1.1739298105239868,1.377744197845459,1.2581545114517212,1.3284621238708496,1.1660256385803223,1.3094182014465332,1.4479608535766602,1.324967384338379,1.2335684299468994,1.361923336982727,1.4391629695892334,1.3181828260421753,1.0281975269317627,1.2752439975738525,1.240060567855835,1.4542772769927979,1.1651699542999268,1.3236267566680908,1.3555740118026733,1.4379112720489502,1.4057011604309082,1.1610023975372314,1.5154759883880615,1.3108744621276855,1.3482081890106201,1.411199688911438,1.4011597633361816
9,1.4908969402313232,1.4466511011123657,0.9339361190795898,1.3474928140640259,1.394126057624817,1.4510794878005981,1.2554291486740112,1.4578537940979004,1.4338842630386353,0.0,1.113047480583191,1.3487521409988403,1.581833839416504,1.2080036401748657,1.3244258165359497,1.4857791662216187,1.239813208580017,1.182108998298645,1.2674037218093872,1.4588969945907593,1.279834270477295,1.2304755449295044,1.2760196924209595,1.5503731966018677,1.4030747413635254,1.3528082370758057,1.1188914775848389,1.220912218093872,1.3964735269546509,1.169735312461853,1.4284327030181885,1.4782967567443848,1.483986735343933,1.4500278234481812,1.4110406637191772,1.4175336360931396,1.4291757345199585,1.3297133445739746
